id,��������,����,�����,������,�������,� �������
80989460,Роутер беспроводной Archer C64 10 100 1000BASE-TX,4090.0,TP-Link,17,4,18
81429798,Повторитель беспроводного сигнала TL-WA855RE N300 10 100BASE…,1970.0,TP-Link,18,5,5
80995289,Сетевой адаптер WiFi TL-WN722N N150 USB 2.0 (ант.внеш.съем)…,930.0,TP-Link,45,5,2
99916691,4G Wi-Fi-роутер M7200 Black,4099.0,TP-Link,0,0,7
78788516,Сетевой адаптер WiFi TL-WN881ND PCI Express x1 (ант.внеш.съе…,1561.0,TP-Link,0,5,18
44468025,Роутер,13199.0,TP-Link,12,5,43
122823930,Роутер TL-WR842N White,2309.0,TP-Link,0,5,6
133543528,Умная розетка Tapo P100(1-pack) белый,1080.0,TP-Link,32,5,4
133533394,Сетевой адаптер Powerline TL-PA4010P,5050.0,TP-Link,19,5,27
134336099,"Wi-Fi роутер Archer C80, черный",4623.0,TP-Link,12,5,67
78788568,Сетевой адаптер WiFi TL-WN722N USB 2.0 (ант.внеш.съем) 1ант…,1163.0,TP-Link,0,5,21
148306059,Сетевой адаптер WiFi TL-WN727N N150 USB 2.0,682.0,TP-Link,38,5,13
63103862,Wi-Fi роутер белый (TL-WR841N),2570.0,TP-Link,0,5,121
134336108,"Wi-Fi роутер Archer AX55, черный",8918.0,TP-Link,12,5,55
119147608,Умная камера Tapo TC70 White,3290.0,TP-Link,0,0,34
133508937,"Повторитель беспроводного сигнала RE305, белый",4540.0,TP-Link,19,5,16
134336104,"Wi-Fi роутер Archer C20 (RU), белый синий",3202.0,TP-Link,12,5,58
81434273,Коммутатор неуправляемый LS1005G,1160.0,TP-Link,27,5,2
152090958,Роутер EC225-G5 Wi-Fi Black,3179.0,TP-Link,0,0,9
119143711,Роутер Archer AX55 Black,8290.0,TP-Link,0,5,38
108700292,Усилитель сигнала Wi-Fi White,1690.0,TP-Link,0,5,4
75437864,"Коммутатор TL-SF1005D 5x100Mb неуправляемый, шт",1190.0,TP-Link,0,0,3
83997991,Сетевой адаптер Archer T2U Nano,1190.0,TP-Link,0,5,8
80970883,Коммутатор неуправляемый TL-SF1008D,1050.0,TP-Link,61,0,8
124697549,Усилитель сигнала RE505X Wi-Fi,5590.0,TP-Link,0,1,4
80995280,Сетевой адаптер WiFi TL-WN881ND N300 PCI Express (ант.внеш.с…,1280.0,TP-Link,42,5,5
74498771,"Роутер беспроводной TD-W8961N N300 ADSL белый, шт",2696.0,TP-Link,0,5,58
148304165,Сетевой адаптер WiFi TL-WN725N N150 USB 2.0,804.0,TP-Link,33,5,15
74498806,"Wi-Fi роутер Archer C24, белый",2792.0,TP-Link,0,5,54
80995283,Сетевой адаптер WiFi TL-WN727N N150 USB 2.0 (ант.внутр.),580.0,TP-Link,50,5,2
122403898,Умная камера Tapo TC60 White,2490.0,TP-Link,0,5,3
130918537,Сетевой адаптер Bluetooth UB400,890.0,TP-Link,52,5,3
78788459,Медиаконвертер MC111CS 10 100Mbit s RJ45,4953.0,TP-Link,0,0,32
80995288,Сетевой адаптер WiFi Archer T2U Plus AC600 USB 2.0 (ант.внеш…,1860.0,TP-Link,22,5,6
78788425,AV1000 Gigabit Powerline Starter KitSPEED 1000 Mbps Powerlin…,5039.0,TP-Link,0,0,35
133533427,Роутер беспроводной Archer C50,3750.0,TP-Link,19,5,551
66659067,Умная диммируемая Wi-Fi лампа (TAPO L520E),1240.0,TP-Link,0,5,8
159692585,USB концетратор UH720 7-порт концентрUSB3.0 с 2 порт,4130.0,TP-Link,0,0,28
148266117,Коммутатор LS1008G 8G неуправляемый,2013.0,TP-Link,34,0,15
130921881,Сетевой адаптер WiFi TL-WN823N,1000.0,TP-Link,22,5,6
78788471,"Сетевой адаптер WiFi TL-WN823N USB 2.0 (ант.внутр.), шт",1205.0,TP-Link,0,5,7
133511919,"Повторитель беспроводного сигнала TL-WA860RE, белый",2520.0,TP-Link,25,5,17
99867563,4G Wi-Fi-роутер M7350 Black,5190.0,TP-Link,0,5,7
74498909,Wi-Fi роутер Archer C80,5157.0,TP-Link,0,5,81
72833958,Сетевой адаптер Bluetooth UB500 USB 2.0 (ант.внутр.),1317.0,TP-Link,0,4,5
110407190,Роутер DECO M4(1-PACK),7810.0,TP-Link,0,0,225
113035287,"Wi-Fi роутер, белый",2860.0,TP-Link,0,5,44
133533412,Бесшовный Mesh роутер Deco S4,19994.0,TP-Link,0,5,118
78788501,Сетевой адаптер WiFi Archer T2U Plus USB 2.0 (ант.внеш.несъе…,2152.0,TP-Link,0,5,21
117800017,"Видеокамера IP Tapo C100 3.3-3.3мм, видеоняня",3396.0,TP-Link,10,0,22
78788487,"Сетевой адаптер Gigabit Ethernet UE300 USB 3.0, шт",2093.0,TP-Link,0,5,5
80995291,Сетевой адаптер WiFi TL-WN781ND N150 PCI Express (ант.внеш.с…,1150.0,TP-Link,39,0,6
60290647,"Коммутатор TL-SG116, 16 портов",5510.0,TP-Link,0,5,5
80989462,Роутер беспроводной TL-MR150 10 100BASE-TX 4G,7710.0,TP-Link,17,5,29
148302195,Сетевой адаптер Gigabit Ethernet TG-3468 PCI Express,1122.0,TP-Link,34,0,11
74498766,Роутер беспроводной Archer C64 AC1200 10 100 1000BASE-TX чер…,4408.0,TP-Link,0,5,62
139969508,Роутер TL-WR844N White,1599.0,TP-Link,0,0,1
74498797,"Роутер беспроводной TL-WR841N N300 10 100BASE-TX белый, шт",2560.0,TP-Link,0,4,61
79532458,Wi-Fi роутер Archer MR200 маршрутизатор,8220.0,TP-Link,0,5,49
120863120,Wi-Fi роутер Archer VR400 AC1200 с VDSL ADSL,6130.0,TP-Link,0,5,67
133030244,"Wi-Fi роутер Archer MR200, черный",8360.0,TP-Link,12,0,46
74498852,Роутер беспроводной Archer A5 AC1200 10 100BASE-TX белый,3610.0,TP-Link,0,0,65
43532416,Маршрутизатор беспроводной TL-MR3020,2330.0,TP-Link,12,1,10
137654768,Коммутатор 24-портовый (TL-SF1024M),4150.0,TP-Link,0,0,79
60290636,"Коммутатор 5 портов 10 100M, белый (TL-SF1005D)",1250.0,TP-Link,0,5,11
74498734,"Точка доступа CPE210 N300 10 100BASE-TX белый, шт",4663.0,TP-Link,0,1,49
113035297,Wi-Fi роутер Archer C54 Двухдиапазонный,3180.0,TP-Link,0,0,46
148265595,Коммутатор LS1005G,952.0,TP-Link,44,0,3
145904961,Беспроводной роутер ARCHER AX10,5260.0,TP-Link,20,4,55
80989471,Роутер беспроводной TL-WR840N 10 100BASE-TX,1930.0,TP-Link,20,5,28
120863121,Точка доступа TL-WA1201 AC1200,4850.0,TP-Link,0,0,89
78788472,Сетевой адаптер WiFi TL-WN781ND PCI Express (ант.внеш.съем)…,1418.0,TP-Link,0,0,18
79532445,Повторитель беспроводного сигнала RE305,4500.0,TP-Link,0,4,18
63103861,Wi-Fi роутер черный (ARCHER C6U),5440.0,TP-Link,0,5,84
154076111,Коммутатор Easy Smart с 5 гигабитными портами,2730.0,TP-Link,0,1,3
133533393,Коммутатор TL-SG1005D 5G неуправляемый,1300.0,TP-Link,26,0,15
110407176,MESH-комплект Deco M5 (DECO M5 (2-pack)),15230.0,TP-Link,0,0,14
79530887,Сетевой адаптер WiFi Archer T3U USB 3.0,2460.0,TP-Link,0,5,9
24710990,PoE инжектор,1961.0,TP-Link,0,5,7
63103860,Wi-Fi роутер AX1800 (ARCHER AX23),7150.0,TP-Link,0,5,68
133509779,"Повторитель беспроводного сигнала RE450, белый",6230.0,TP-Link,28,0,23
152098521,Сетевой адаптер WiFi TL-WN822N USB 2.0,1590.0,TP-Link,0,0,13
